,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
koi_insol_err1,0.017538294029225777,0.03096242650300638,0.016958433292917303,0.04564709878160568,-0.02990515624422199,-0.01615707364488065,0.01615707364488065,-0.028232058245728296,-0.005414436734652987,0.005414436734652987,-0.002565877973142571,-0.010198824961143708,0.00592997292475396,-0.0201615423157748,-0.0058537385087247895,0.0058537385087247895,-0.004882800291392041,-0.0011450131058258885,0.0011450131058258885,0.0024503811244641037,0.0041840179070144565,-0.0016901519839102534,0.4590970354597771,0.9259594172043585,1.0,-0.8787354070224487,-0.008307266911282588,-0.007255914233749916,-0.04906486237448002,-0.01568711810754102,0.001485048129955497,-0.3069048220127216,0.04456660511733618,0.008544799376813812,0.5395451625287195,0.45155681585919705,-0.4927472904270449,0.019109392409024796,-0.01663018697268728,-0.08828680346177198
koi_insol_err2,-0.0021404777094632043,-0.02371898810550488,-0.011542508887702191,-0.028258658644666527,0.020268062543518445,0.01094511737868509,-0.01094511737868509,0.020156434905421895,0.00017190983137543674,-0.00017190983137543674,0.003180617667380507,0.007086208829785153,-0.003202996208821126,0.01678004277234957,0.004750485036540815,-0.004750485036540815,0.003722797983147978,0.0007848527835685651,-0.0007848527835685651,-0.0016175271148609481,-0.0014356643470164437,0.0010792193164682795,-0.405502029194694,-0.9660041421344667,-0.8787354070224487,1.0,0.007183606346062681,0.004658255376986891,0.04994434813908551,0.02857434431562816,-0.008394783533372308,0.2579016205756662,-0.03202158211328381,-0.02054919077233823,-0.5449799870188051,-0.33127620216580445,0.5900772037744808,-0.025760173852510393,0.016892214917034364,0.0670738762268209
koi_model_snr,-0.07924111913277158,0.4397644215292919,-0.13447874147759933,-0.09190488484210978,-0.08145574640878406,-0.08229857727436125,0.08229857727436125,-0.05852199869196679,-0.13203230793431342,0.13203230793431342,-0.0024285479181704508,-0.053085851438641765,0.06696447670484171,0.07340101095616847,-0.14603240395311293,0.14603240395311293,0.5889875851968875,-0.0017642904314382067,0.0017642904314382067,-0.0035680835379959075,-5.740342567146555e-05,0.004111702641665614,0.052079482618027854,-0.008181438617224677,-0.008307266911282588,0.007183606346062681,1.0,-0.10407322279156618,0.15242566423888707,0.12145392461917634,-0.12419147787220003,-0.04340563414642267,0.12108594475633234,-0.03068781820776558,-0.013017066201703238,-0.00044279618658739356,-0.0005254952262472343,0.029262875425111388,-0.0005142848088085857,-0.13019570254263188
koi_tce_plnt_num,0.0359023232429708,-0.1847206857786737,-0.12291080459861305,-0.10397628619040551,-0.022590186414831397,0.021397931423322837,-0.021397931423322837,-0.006344170469642102,0.06904068759439831,-0.06904068759439831,-0.006689452970411062,-0.016021281134821954,-0.026365642085669477,-0.011103334243230378,0.040579245152982175,-0.040579245152982175,-0.09430125285613183,-0.006862102869879328,0.006862102869879328,-0.0051953400797953905,-0.007173750434330845,0.005692375085499457,-0.08224492255913221,-0.008427791006723521,-0.007255914233749916,0.004658255376986891,-0.10407322279156618,1.0,-0.05533986704975551,-0.15093562635011595,0.1251212250093277,0.031274596120278796,-0.03182427351784122,0.10667276351285059,0.012990413987056028,-0.0008114408428710005,-0.044324577123301845,-0.03704385079711754,0.027814322395191743,-0.05175214875239767
koi_steff,0.105007919296559,0.10459988973888569,0.01675047654434946,0.012410844173110874,0.021805641577779873,0.03277629341676734,-0.03277629341676734,0.003641354726272184,0.04993401314243178,-0.04993401314243178,0.013467156286808888,-0.011452290911162146,0.01333626464852835,0.10260207316880712,0.05576530003142203,-0.05576530003142203,0.124717049121226,0.005334426257490683,-0.005334426257490683,-0.014998319560509092,-0.008643311133284504,0.016750289332448202,0.2385928404731637,-0.05794802014245674,-0.04906486237448002,0.04994434813908551,0.15242566423888707,-0.05533986704975551,1.0,0.4872118124203239,-0.6053517098857571,-0.1323488673381273,0.22027805159461378,-0.3877929895646304,-0.11921708246602945,-0.03623500539616444,0.0710505524600686,0.11375362436328341,-0.039746605672540666,-0.33806814650108996
koi_steff_err1,0.12944397856626222,0.2223323949954344,0.15976099900458202,0.12007820146733766,0.03683810847200117,0.07835662503818033,-0.07835662503818033,0.0399811889391921,0.06375335391989742,-0.06375335391989742,0.019105167317288205,0.04917104934505886,0.012838637533468186,0.05904148710747174,0.07658009441637878,-0.07658009441637878,0.16072690351993393,0.018603103889895636,-0.018603103889895636,-0.02317393296648026,-0.011922164805910877,0.023594967063679827,0.12469231242387029,-0.0338750787767062,-0.01568711810754102,0.02857434431562816,0.12145392461917634,-0.15093562635011595,0.4872118124203239,1.0,-0.8361261426952818,0.07162839309861785,0.20180474692139902,-0.4672633371955573,-0.08808931260893685,0.019470382223059295,0.0396308602636693,0.14391947134612018,-0.020796962676634712,0.07089536999827388
koi_steff_err2,-0.14956496558371793,-0.18503624841180666,-0.12124682149789524,-0.08360675105005705,-0.036036203412412406,-0.055134034310133424,0.055134034310133424,-0.03010143281819792,-0.05611131195573778,0.05611131195573778,-0.042486103330836696,-0.03502615554750306,0.010564442147908467,-0.0646916537586333,-0.07520001569081201,0.07520001569081201,-0.14509482527352122,-0.009112180353949086,0.009112180353949086,-0.023670928197979786,-0.02038844399122921,0.023403012946173914,-0.19774650652131345,0.017171186401943504,0.001485048129955497,-0.008394783533372308,-0.12419147787220003,0.1251212250093277,-0.6053517098857571,-0.8361261426952818,1.0,0.06443681245178719,-0.1523023346574358,0.4068318974217634,0.023374265534594617,-0.05486535852023391,0.025995526148868475,-0.1336198608227508,0.015410857158430566,0.05721039899286616
koi_slogg,-0.12857555260890943,-0.05339409436044001,-0.012101109269862312,0.003066365627246026,-0.055409725172641124,-0.014447049500826708,0.014447049500826708,-0.0019294555432223081,-0.04628495301387709,0.04628495301387709,-0.07379847671096568,0.006962682429795648,0.042619157298972234,-0.1297625029907379,-0.05393824065136208,0.05393824065136208,-0.010089392245838583,0.008869297153885406,-0.008869297153885406,-0.10558076478070683,-0.10054352528597209,0.10188864102195136,-0.5251079176262186,-0.2800292231217141,-0.3069048220127216,0.2579016205756662,-0.04340563414642267,0.031274596120278796,-0.1323488673381273,0.07162839309861785,0.06443681245178719,1.0,-0.4752573173349012,0.02378236307032554,-0.6508541709840522,-0.6351354077100797,0.5605254260762755,-0.07736427195718523,0.059115180980216626,0.47900633299461287
koi_slogg_err1,0.05321412167643917,0.1188998412687317,-0.019921289810636893,-0.006110855499039344,-0.006146825232271955,0.005737322787165184,-0.005737322787165184,-0.03188994185222521,0.03513094779498699,-0.03513094779498699,0.0035747881335145737,0.004925084334224262,0.020665046282161308,0.1034745407657302,0.026540640627238314,-0.026540640627238314,0.10763013769750784,-0.008145836693583586,0.008145836693583586,-0.0056849201211464934,0.017243632271803488,0.002496453743042424,0.26016926787949546,0.02274049641052154,0.04456660511733618,-0.03202158211328381,0.12108594475633234,-0.03182427351784122,0.22027805159461378,0.20180474692139902,-0.1523023346574358,-0.4752573173349012,1.0,-0.24015983637019506,0.08011135288230556,0.21733951374426258,-0.19119786641069597,0.08830094290010834,-0.03574148992353558,-0.3334658037499447
koi_slogg_err2,-0.14024755447988324,-0.06180008267242334,-0.057406115846495555,-0.05230664778676191,-0.16808582917115547,-0.14027676540365885,0.14027676540365885,-0.10746683353164667,-0.11673011035236992,0.11673011035236992,0.005371228319223868,-0.010891337204388889,-0.019614132089093954,-0.07516126280661399,-0.12541155816391508,0.12541155816391508,-0.02688377561838842,0.017467315973293773,-0.017467315973293773,0.022171221701719132,-0.011893791199647234,-0.021114864067310002,-0.016159288097423525,0.026483733044164473,0.008544799376813812,-0.02054919077233823,-0.03068781820776558,0.10667276351285059,-0.3877929895646304,-0.4672633371955573,0.4068318974217634,0.02378236307032554,-0.24015983637019506,1.0,0.05043946466536465,-0.1664758983071385,3.8972943916396874e-05,-0.08176803089667253,-0.01136065431188147,-0.019688725102569752
koi_srad,0.045534897538516195,0.03263830314369082,0.03212878695180333,0.022410825414546323,0.017589846443009302,0.015100206840998958,-0.015100206840998958,-0.0048309135108503655,0.04714207782866517,-0.04714207782866517,0.030429269550094677,0.0027778362018219195,-0.02261220168388966,0.016414420442219083,0.03527287430621992,-0.03527287430621992,-0.017221452825669368,-0.0024096577889288753,0.0024096577889288753,0.06142602135041631,0.0435442752211444,-0.057594125495728565,0.4504885144387912,0.5652235182292585,0.5395451625287195,-0.5449799870188051,-0.013017066201703238,0.012990413987056028,-0.11921708246602945,-0.08808931260893685,0.023374265534594617,-0.6508541709840522,0.08011135288230556,0.05043946466536465,1.0,0.7264355753026351,-0.8447012727288898,0.040414526340400804,-0.03359845114778105,-0.17532873709649657
koi_srad_err1,0.09810022877047422,0.0307826764329617,0.02923935824885828,0.030085113608649395,0.04128902476168904,0.03315229860341791,-0.03315229860341791,0.006443973717477363,0.06806512603637029,-0.06806512603637029,0.027215740013551273,-0.003580666541646008,-0.013278049385752529,0.051874195545530376,0.07058975915714796,-0.07058975915714796,-0.0033658402412311684,0.00047102319869505926,-0.00047102319869505926,0.03502792075466044,0.05747730358525724,-0.03206651819129828,0.407894616589554,0.3383144048694075,0.45155681585919705,-0.33127620216580445,-0.00044279618658739356,-0.0008114408428710005,-0.03623500539616444,0.019470382223059295,-0.05486535852023391,-0.6351354077100797,0.21733951374426258,-0.1664758983071385,0.7264355753026351,1.0,-0.6808095552961779,0.05277975533324196,-0.039541466538460926,-0.20301809328491763
koi_srad_err2,-0.06228302200040356,-0.034282959281620465,-0.0166114347054789,-0.011970135911150679,-0.008775693853504652,-0.008889867399868063,0.008889867399868063,0.011434161663208457,-0.042651652373438605,0.042651652373438605,-0.04057650989306118,-0.0033208137052298413,0.02784276931406877,-0.021147003045936072,-0.041538677339004834,0.041538677339004834,0.0017521979395209975,0.002032906718039761,-0.002032906718039761,-0.07266479541676972,-0.052133807205993615,0.07362353547494074,-0.4195076495048,-0.5286719827580231,-0.4927472904270449,0.5900772037744808,-0.0005254952262472343,-0.044324577123301845,0.0710505524600686,0.0396308602636693,0.025995526148868475,0.5605254260762755,-0.19119786641069597,3.8972943916396874e-05,-0.8447012727288898,-0.6808095552961779,1.0,-0.05008543107043023,0.03004697309396968,0.1656301795867715
ra,0.030919870345070356,0.08801043234878106,0.1599877343056435,0.06969321263247424,-0.03067546187248366,-0.005353209171644024,0.005353209171644024,-0.0169812749208125,-0.0038044493930168657,0.0038044493930168657,0.018978667492059204,0.031274598028046365,0.0032506004235885403,0.03893337821765347,0.0172455778659884,-0.0172455778659884,0.019420319339614748,0.012243664882175589,-0.012243664882175589,0.007929601255251394,0.009676540239834714,-0.009092897697707145,0.11273363548270583,0.0239567009214931,0.019109392409024796,-0.025760173852510393,0.029262875425111388,-0.03704385079711754,0.11375362436328341,0.14391947134612018,-0.1336198608227508,-0.07736427195718523,0.08830094290010834,-0.08176803089667253,0.040414526340400804,0.05277975533324196,-0.05008543107043023,1.0,-0.02453423251822431,-0.0012630810581875805
dec,-0.04650967682533901,-0.05347057790110702,-0.09402702696364322,-0.045495234450441895,0.011225629998700444,0.007145255208847464,-0.007145255208847464,0.010482579113169846,-0.00918754500048071,0.00918754500048071,0.00035701216906807234,-0.025839639259363386,-0.005763351922772939,-0.03498525267085306,-0.02483540541982237,0.02483540541982237,-0.016085438077046318,-0.017673238372167752,0.017673238372167752,0.0034779957815358484,0.004541715678690897,-0.0034144358678197236,-0.06165306270914404,-0.016428223471042287,-0.01663018697268728,0.016892214917034364,-0.0005142848088085857,0.027814322395191743,-0.039746605672540666,-0.020796962676634712,0.015410857158430566,0.059115180980216626,-0.03574148992353558,-0.01136065431188147,-0.03359845114778105,-0.039541466538460926,0.03004697309396968,-0.02453423251822431,1.0,0.025746483245571827
koi_kepmag,-0.10164292477191095,-0.006009396554863171,0.06702263427043789,0.04793226589621131,-0.04595896586521183,-0.03409747908825193,0.03409747908825193,0.021897518766185523,-0.04111858486401431,0.04111858486401431,-0.0004939294609029258,0.05874225327490921,-0.007268109094590492,-0.10066539627746693,-0.05738186884929364,0.05738186884929364,0.0023571104721595766,0.01412207764640977,-0.01412207764640977,-0.02332552003104332,-0.008055753825499954,0.023829686573862724,-0.2667136124052258,-0.06936875448581696,-0.08828680346177198,0.0670738762268209,-0.13019570254263188,-0.05175214875239767,-0.33806814650108996,0.07089536999827388,0.05721039899286616,0.47900633299461287,-0.3334658037499447,-0.019688725102569752,-0.17532873709649657,-0.20301809328491763,0.1656301795867715,-0.0012630810581875805,0.025746483245571827,1.0
